sweep,city,tokens_emitted_mean,tokens_received_mean,net_received_mean
default,0,98.44000000000001,158.32,59.87999999999998
default,1,98.62,97.8,-0.8200000000000074
default,2,98.52000000000001,73.89999999999999,-24.62000000000002
default,3,98.62,64.18,-34.44
